Round,Price 1,Quantity 1,Profit 1,Price 2,Quantity 2,Profit 2
1,2.0,1200.0000000012,0.0,2.0,1200.0000000012,0.0
2,6.5,750.0000000007501,3375.0000000033756,6.5,750.0000000007501,3375.0000000033756
3,7.0,700.0000000007001,3500.0000000035006,7.0,700.0000000007001,3500.0000000035006
4,7.5,550.0000000005499,3025.0000000030245,6.5,850.0000000008503,3825.0000000038262
5,7.0,750.0000000007501,3750.0000000037508,7.5,600.0000000005999,3300.0000000032996
6,7.2,680.0000000006801,3536.0000000035366,7.2,680.0000000006801,3536.0000000035366
7,7.4,680.0000000006801,3672.0000000036725,7.6,620.00000000062,3472.000000003472
8,7.3,650.0000000006502,3445.0000000034456,7.1,710.0000000007101,3621.000000003621
9,7.1,710.0000000007101,3621.000000003621,7.3,650.0000000006502,3445.0000000034456
10,7.0,740.0000000007401,3700.0000000037007,7.4,620.00000000062,3348.0000000033483
11,7.6,600.0000000006,3360.00000000336,7.2,720.0000000007201,3744.0000000037444
12,7.5,640.00000000064,3520.0000000035197,7.4,670.0000000006702,3618.0000000036193
13,7.3,720.0000000007202,3816.000000003817,7.8,570.00000000057,3306.000000003306
14,7.4,670.0000000006702,3618.0000000036193,7.5,640.00000000064,3520.0000000035197
15,7.8,610.0000000006102,3538.000000003539,7.7,640.00000000064,3648.000000003648
16,7.2,700.0000000007001,3640.0000000036407,7.4,640.0000000006401,3456.0000000034565
17,7.4,680.0000000006801,3672.0000000036725,7.6,620.00000000062,3472.000000003472
18,7.2,690.0000000006901,3588.0000000035884,7.3,660.0000000006602,3498.000000003499
19,7.5,650.0000000006501,3575.000000003575,7.5,650.0000000006501,3575.000000003575
20,7.7,610.00000000061,3477.0000000034775,7.5,670.0000000006701,3685.0000000036853
21,7.8,580.00000000058,3364.000000003364,7.4,700.0000000007001,3780.0000000037808
22,7.4,670.0000000006702,3618.0000000036193,7.5,640.00000000064,3520.0000000035197
23,7.6,630.0000000006302,3528.000000003529,7.5,660.00000000066,3630.00000000363
24,7.5,660.00000000066,3630.00000000363,7.6,630.0000000006302,3528.000000003529
25,7.5,670.0000000006701,3685.0000000036853,7.7,610.00000000061,3477.0000000034775
26,7.5,640.00000000064,3520.0000000035197,7.4,670.0000000006702,3618.0000000036193
27,7.9,570.00000000057,3363.0000000033633,7.5,690.0000000006901,3795.0000000037953
28,7.6,640.0000000006401,3584.000000003584,7.6,640.0000000006401,3584.000000003584
29,7.3,700.0000000007002,3710.0000000037107,7.6,610.00000000061,3416.000000003416
30,7.2,720.0000000007201,3744.0000000037444,7.6,600.0000000006,3360.00000000336
31,7.5,650.0000000006501,3575.000000003575,7.5,650.0000000006501,3575.000000003575
32,7.4,680.0000000006801,3672.0000000036725,7.6,620.00000000062,3472.000000003472
33,7.6,630.0000000006302,3528.000000003529,7.5,660.00000000066,3630.00000000363
34,7.5,680.00000000068,3740.00000000374,7.8,590.0000000005901,3422.000000003423
35,7.3,710.0000000007102,3763.000000003764,7.7,590.0000000005899,3363.000000003363
36,7.4,690.0000000006901,3726.0000000037267,7.7,600.0000000005999,3420.0000000034197
37,7.2,730.0000000007301,3796.0000000037967,7.7,580.0000000005799,3306.0000000033056
38,7.4,700.0000000007001,3780.0000000037808,7.8,580.00000000058,3364.000000003364
39,7.6,640.0000000006401,3584.000000003584,7.6,640.0000000006401,3584.000000003584
40,7.5,690.0000000006901,3795.0000000037953,7.9,570.00000000057,3363.0000000033633
41,7.7,630.00000000063,3591.0000000035916,7.7,630.00000000063,3591.0000000035916
42,7.8,600.0000000006,3480.00000000348,7.6,660.0000000006601,3696.000000003696
43,7.8,620.00000000062,3596.000000003596,7.8,620.00000000062,3596.000000003596
44,7.6,630.0000000006302,3528.000000003529,7.5,660.00000000066,3630.00000000363
45,7.8,590.0000000005901,3422.000000003423,7.5,680.00000000068,3740.00000000374
46,7.5,670.0000000006701,3685.0000000036853,7.7,610.00000000061,3477.0000000034775
47,7.7,600.0000000005999,3420.0000000034197,7.4,690.0000000006901,3726.0000000037267
48,7.5,650.0000000006501,3575.000000003575,7.5,650.0000000006501,3575.000000003575
49,7.8,610.0000000006102,3538.000000003539,7.7,640.00000000064,3648.000000003648
50,7.6,630.0000000006302,3528.000000003529,7.5,660.00000000066,3630.00000000363
51,7.9,580.0000000005799,3422.0000000034215,7.6,670.0000000006702,3752.0000000037526
52,7.5,680.00000000068,3740.00000000374,7.8,590.0000000005901,3422.000000003423
53,7.8,590.0000000005901,3422.000000003423,7.5,680.00000000068,3740.00000000374
54,7.6,640.0000000006401,3584.000000003584,7.6,640.0000000006401,3584.000000003584
55,7.5,660.00000000066,3630.00000000363,7.6,630.0000000006302,3528.000000003529
56,7.7,620.0000000006199,3534.000000003534,7.6,650.0000000006502,3640.0000000036407
57,7.8,590.0000000005901,3422.000000003423,7.5,680.00000000068,3740.00000000374
58,7.5,660.00000000066,3630.00000000363,7.6,630.0000000006302,3528.000000003529
59,7.5,650.0000000006501,3575.000000003575,7.5,650.0000000006501,3575.000000003575
60,7.7,630.00000000063,3591.0000000035916,7.7,630.00000000063,3591.0000000035916
61,7.8,620.00000000062,3596.000000003596,7.8,620.00000000062,3596.000000003596
62,7.7,630.00000000063,3591.0000000035916,7.7,630.00000000063,3591.0000000035916
63,7.6,620.00000000062,3472.000000003472,7.4,680.0000000006801,3672.0000000036725
64,7.4,680.0000000006801,3672.0000000036725,7.6,620.00000000062,3472.000000003472
65,7.6,640.0000000006401,3584.000000003584,7.6,640.0000000006401,3584.000000003584
66,7.4,670.0000000006702,3618.0000000036193,7.5,640.00000000064,3520.0000000035197
67,7.4,670.0000000006702,3618.0000000036193,7.5,640.00000000064,3520.0000000035197
68,7.4,680.0000000006801,3672.0000000036725,7.6,620.00000000062,3472.000000003472
69,7.4,670.0000000006702,3618.0000000036193,7.5,640.00000000064,3520.0000000035197
70,7.5,670.0000000006701,3685.0000000036853,7.7,610.00000000061,3477.0000000034775
