Round,FirmID,Price,Quantity,Profit
1,1,2.0,1200.0000000012,0.0
1,2,2.0,1200.0000000012,0.0
2,1,7.0,650.0000000006501,3250.0000000032505
2,2,6.5,800.0000000008002,3600.000000003601
3,1,6.5,800.0000000008002,3600.000000003601
3,2,7.0,650.0000000006501,3250.0000000032505
4,1,7.5,650.0000000006501,3575.000000003575
4,2,7.5,650.0000000006501,3575.000000003575
5,1,6.5,820.0000000008203,3690.000000003691
5,2,7.2,610.00000000061,3172.0000000031723
6,1,6.8,720.0000000007201,3456.0000000034565
6,2,6.8,720.0000000007201,3456.0000000034565
7,1,6.5,750.0000000007501,3375.0000000033756
7,2,6.5,750.0000000007501,3375.0000000033756
8,1,6.6,810.00000000081,3726.0000000037257
8,2,7.3,600.0000000006002,3180.0000000031805
9,1,6.7,770.0000000007699,3619.0000000036184
9,2,7.1,650.0000000006502,3315.0000000033156
10,1,6.3,880.0000000008802,3784.0000000037844
10,2,7.4,550.00000000055,2970.0000000029704
11,1,6.4,880.00000000088,3872.0000000038726
11,2,7.6,520.00000000052,2912.0000000029117
12,1,6.6,710.00000000071,3266.0000000032655
12,2,6.3,800.0000000008002,3440.000000003441
13,1,6.5,800.0000000008002,3600.000000003601
13,2,7.0,650.0000000006501,3250.0000000032505
14,1,6.7,780.00000000078,3666.000000003666
14,2,7.2,630.0000000006302,3276.000000003277
15,1,6.5,840.0000000008401,3780.0000000037808
15,2,7.4,570.00000000057,3078.000000003078
16,1,6.8,750.00000000075,3600.0000000036
16,2,7.1,660.0000000006602,3366.0000000033665
17,1,6.9,770.00000000077,3773.0000000037735
17,2,7.5,590.00000000059,3245.000000003245
18,1,6.4,820.0000000008201,3608.000000003609
18,2,7.0,640.0000000006401,3200.0000000032005
19,1,6.7,700.0000000007,3290.00000000329
19,2,6.4,790.0000000007901,3476.000000003477
20,1,6.6,800.0000000008001,3680.0000000036803
20,2,7.2,620.00000000062,3224.000000003224
21,1,6.5,810.0000000008101,3645.0000000036457
21,2,7.1,630.0000000006302,3213.0000000032137
22,1,6.8,740.0000000007401,3552.0000000035525
22,2,7.0,680.0000000006801,3400.0000000034006
23,1,6.7,760.00000000076,3572.000000003572
23,2,7.0,670.0000000006702,3350.000000003351
24,1,6.6,810.00000000081,3726.0000000037257
24,2,7.3,600.0000000006002,3180.0000000031805
25,1,6.9,740.00000000074,3626.000000003626
25,2,7.2,650.0000000006502,3380.000000003381
26,1,6.4,860.00000000086,3784.0000000037844
26,2,7.4,560.00000000056,3024.0000000030245
27,1,6.8,760.0000000007601,3648.0000000036484
27,2,7.2,640.0000000006401,3328.0000000033283
28,1,6.5,850.0000000008503,3825.0000000038262
28,2,7.5,550.0000000005499,3025.0000000030245
29,1,6.6,810.00000000081,3726.0000000037257
29,2,7.3,600.0000000006002,3180.0000000031805
30,1,6.5,830.0000000008301,3735.0000000037357
30,2,7.3,590.0000000005901,3127.0000000031278
31,1,6.5,810.0000000008101,3645.0000000036457
31,2,7.1,630.0000000006302,3213.0000000032137
32,1,6.7,780.00000000078,3666.000000003666
32,2,7.2,630.0000000006302,3276.000000003277
33,1,6.6,810.00000000081,3726.0000000037257
33,2,7.3,600.0000000006002,3180.0000000031805
34,1,6.8,780.0000000007801,3744.0000000037444
34,2,7.4,600.0000000006,3240.0000000032405
35,1,6.7,780.00000000078,3666.000000003666
35,2,7.2,630.0000000006302,3276.000000003277
36,1,6.6,820.0000000008201,3772.000000003772
36,2,7.4,580.00000000058,3132.0000000031323
37,1,6.8,780.0000000007801,3744.0000000037444
37,2,7.4,600.0000000006,3240.0000000032405
38,1,6.6,830.0000000008301,3818.0000000038185
38,2,7.5,560.0000000005599,3080.0000000030795
39,1,6.9,780.00000000078,3822.000000003822
39,2,7.6,570.0000000005701,3192.000000003193
40,1,6.7,810.00000000081,3807.000000003807
40,2,7.5,570.00000000057,3135.000000003135
41,1,6.8,760.0000000007601,3648.0000000036484
41,2,7.2,640.0000000006401,3328.0000000033283
42,1,6.5,810.0000000008101,3645.0000000036457
42,2,7.1,630.0000000006302,3213.0000000032137
43,1,6.8,750.00000000075,3600.0000000036
43,2,7.1,660.0000000006602,3366.0000000033665
44,1,6.7,760.00000000076,3572.000000003572
44,2,7.0,670.0000000006702,3350.000000003351
45,1,6.6,780.0000000007801,3588.0000000035884
45,2,7.0,660.0000000006601,3300.0000000033006
46,1,6.7,760.00000000076,3572.000000003572
46,2,7.0,670.0000000006702,3350.000000003351
47,1,6.9,720.00000000072,3528.000000003528
47,2,7.0,690.0000000006901,3450.0000000034506
48,1,6.8,760.0000000007601,3648.0000000036484
48,2,7.2,640.0000000006401,3328.0000000033283
49,1,6.8,750.00000000075,3600.0000000036
49,2,7.1,660.0000000006602,3366.0000000033665
50,1,6.8,750.00000000075,3600.0000000036
50,2,7.1,660.0000000006602,3366.0000000033665
51,1,6.9,750.0000000007499,3675.000000003675
51,2,7.3,630.0000000006303,3339.0000000033406
52,1,6.9,720.00000000072,3528.000000003528
52,2,7.0,690.0000000006901,3450.0000000034506
53,1,6.7,780.00000000078,3666.000000003666
53,2,7.2,630.0000000006302,3276.000000003277
54,1,6.8,740.0000000007401,3552.0000000035525
54,2,7.0,680.0000000006801,3400.0000000034006
55,1,6.6,790.00000000079,3634.000000003634
55,2,7.1,640.0000000006402,3264.0000000032646
56,1,6.7,780.00000000078,3666.000000003666
56,2,7.2,630.0000000006302,3276.000000003277
57,1,6.6,790.00000000079,3634.000000003634
