Round,Price 1,Quantity 1,Profit 1,Price 2,Quantity 2,Profit 2
1,2.0,1200.0000000012,0.0,2.0,1200.0000000012,0.0
2,7.0,650.0000000006501,3250.0000000032505,6.5,800.0000000008002,3600.000000003601
3,6.5,800.0000000008002,3600.000000003601,7.0,650.0000000006501,3250.0000000032505
4,7.5,650.0000000006501,3575.000000003575,7.5,650.0000000006501,3575.000000003575
5,6.5,820.0000000008203,3690.000000003691,7.2,610.00000000061,3172.0000000031723
6,6.8,720.0000000007201,3456.0000000034565,6.8,720.0000000007201,3456.0000000034565
7,6.5,750.0000000007501,3375.0000000033756,6.5,750.0000000007501,3375.0000000033756
8,6.6,810.00000000081,3726.0000000037257,7.3,600.0000000006002,3180.0000000031805
9,6.7,770.0000000007699,3619.0000000036184,7.1,650.0000000006502,3315.0000000033156
10,6.3,880.0000000008802,3784.0000000037844,7.4,550.00000000055,2970.0000000029704
11,6.4,880.00000000088,3872.0000000038726,7.6,520.00000000052,2912.0000000029117
12,6.6,710.00000000071,3266.0000000032655,6.3,800.0000000008002,3440.000000003441
13,6.5,800.0000000008002,3600.000000003601,7.0,650.0000000006501,3250.0000000032505
14,6.7,780.00000000078,3666.000000003666,7.2,630.0000000006302,3276.000000003277
15,6.5,840.0000000008401,3780.0000000037808,7.4,570.00000000057,3078.000000003078
16,6.8,750.00000000075,3600.0000000036,7.1,660.0000000006602,3366.0000000033665
17,6.9,770.00000000077,3773.0000000037735,7.5,590.00000000059,3245.000000003245
18,6.4,820.0000000008201,3608.000000003609,7.0,640.0000000006401,3200.0000000032005
19,6.7,700.0000000007,3290.00000000329,6.4,790.0000000007901,3476.000000003477
20,6.6,800.0000000008001,3680.0000000036803,7.2,620.00000000062,3224.000000003224
21,6.5,810.0000000008101,3645.0000000036457,7.1,630.0000000006302,3213.0000000032137
22,6.8,740.0000000007401,3552.0000000035525,7.0,680.0000000006801,3400.0000000034006
23,6.7,760.00000000076,3572.000000003572,7.0,670.0000000006702,3350.000000003351
24,6.6,810.00000000081,3726.0000000037257,7.3,600.0000000006002,3180.0000000031805
25,6.9,740.00000000074,3626.000000003626,7.2,650.0000000006502,3380.000000003381
26,6.4,860.00000000086,3784.0000000037844,7.4,560.00000000056,3024.0000000030245
27,6.8,760.0000000007601,3648.0000000036484,7.2,640.0000000006401,3328.0000000033283
28,6.5,850.0000000008503,3825.0000000038262,7.5,550.0000000005499,3025.0000000030245
29,6.6,810.00000000081,3726.0000000037257,7.3,600.0000000006002,3180.0000000031805
