Round,FirmID,Price,Quantity,Profit
1,1,2.0,1200.0000000012,0.0
1,2,2.0,1200.0000000012,0.0
2,1,7.0,650.0000000006501,3250.0000000032505
2,2,6.5,800.0000000008002,3600.000000003601
3,1,6.5,800.0000000008002,3600.000000003601
3,2,7.0,650.0000000006501,3250.0000000032505
4,1,7.5,580.0000000005799,3190.0000000031896
4,2,6.8,790.0000000007901,3792.0000000037926
5,1,6.5,760.0000000007602,3420.000000003421
5,2,6.6,730.00000000073,3358.000000003358
6,1,7.5,570.00000000057,3135.000000003135
6,2,6.7,810.00000000081,3807.000000003807
7,1,6.8,730.0000000007301,3504.0000000035043
7,2,6.9,700.0000000007,3430.00000000343
8,1,6.5,750.0000000007501,3375.0000000033756
8,2,6.5,750.0000000007501,3375.0000000033756
9,1,6.7,780.00000000078,3666.000000003666
9,2,7.2,630.0000000006302,3276.000000003277
10,1,6.6,720.0000000007201,3312.0000000033124
10,2,6.4,780.0000000007801,3432.000000003433
11,1,6.8,710.0000000007101,3408.0000000034083
11,2,6.7,740.00000000074,3478.000000003478
12,1,7.2,620.00000000062,3224.000000003224
12,2,6.6,800.0000000008001,3680.0000000036803
13,1,6.9,710.00000000071,3479.0000000034793
13,2,6.9,710.00000000071,3479.0000000034793
14,1,7.1,660.0000000006602,3366.0000000033665
14,2,6.8,750.00000000075,3600.0000000036
15,1,6.7,720.00000000072,3384.0000000033842
15,2,6.6,750.0000000007501,3450.00000000345
16,1,6.8,700.0000000007001,3360.00000000336
16,2,6.6,760.0000000007601,3496.000000003496
17,1,6.9,690.0000000006901,3381.0000000033815
17,2,6.7,750.00000000075,3525.000000003525
18,1,6.8,720.0000000007201,3456.0000000034565
18,2,6.8,720.0000000007201,3456.0000000034565
19,1,6.6,750.0000000007501,3450.00000000345
19,2,6.7,720.00000000072,3384.0000000033842
20,1,6.7,740.00000000074,3478.000000003478
20,2,6.8,710.0000000007101,3408.0000000034083
21,1,7.0,670.0000000006702,3350.000000003351
21,2,6.7,760.00000000076,3572.000000003572
22,1,6.8,700.0000000007001,3360.00000000336
22,2,6.6,760.0000000007601,3496.000000003496
23,1,6.6,750.0000000007501,3450.00000000345
23,2,6.7,720.00000000072,3384.0000000033842
24,1,6.9,700.0000000007,3430.00000000343
24,2,6.8,730.0000000007301,3504.0000000035043
25,1,7.1,660.0000000006602,3366.0000000033665
25,2,6.8,750.00000000075,3600.0000000036
26,1,6.9,700.0000000007,3430.00000000343
26,2,6.8,730.0000000007301,3504.0000000035043
27,1,6.5,770.0000000007702,3465.000000003466
27,2,6.7,710.00000000071,3337.000000003337
28,1,6.8,700.0000000007001,3360.00000000336
28,2,6.6,760.0000000007601,3496.000000003496
29,1,6.7,710.00000000071,3337.000000003337
29,2,6.5,770.0000000007702,3465.000000003466
30,1,6.5,750.0000000007501,3375.0000000033756
30,2,6.5,750.0000000007501,3375.0000000033756
31,1,6.6,740.0000000007401,3404.0000000034042
31,2,6.6,740.0000000007401,3404.0000000034042
32,1,7.0,670.0000000006702,3350.000000003351
32,2,6.7,760.00000000076,3572.000000003572
33,1,6.5,780.0000000007802,3510.000000003511
33,2,6.8,690.0000000006901,3312.0000000033124
34,1,6.6,740.0000000007401,3404.0000000034042
34,2,6.6,740.0000000007401,3404.0000000034042
35,1,6.6,730.00000000073,3358.000000003358
35,2,6.5,760.0000000007602,3420.000000003421
36,1,6.5,750.0000000007501,3375.0000000033756
36,2,6.5,750.0000000007501,3375.0000000033756
37,1,6.9,680.00000000068,3332.000000003332
37,2,6.6,770.0000000007701,3542.000000003542
38,1,6.5,790.0000000007902,3555.000000003556
38,2,6.9,670.00000000067,3283.000000003283
39,1,6.8,700.0000000007001,3360.00000000336
39,2,6.6,760.0000000007601,3496.000000003496
40,1,6.7,710.00000000071,3337.000000003337
40,2,6.5,770.0000000007702,3465.000000003466
41,1,6.8,710.0000000007101,3408.0000000034083
41,2,6.7,740.00000000074,3478.000000003478
42,1,6.7,720.00000000072,3384.0000000033842
42,2,6.6,750.0000000007501,3450.00000000345
43,1,6.6,770.0000000007701,3542.000000003542
43,2,6.9,680.00000000068,3332.000000003332
44,1,6.8,710.0000000007101,3408.0000000034083
44,2,6.7,740.00000000074,3478.000000003478
45,1,6.6,750.0000000007501,3450.00000000345
45,2,6.7,720.00000000072,3384.0000000033842
46,1,6.6,740.0000000007401,3404.0000000034042
46,2,6.6,740.0000000007401,3404.0000000034042
47,1,6.9,700.0000000007,3430.00000000343
47,2,6.8,730.0000000007301,3504.0000000035043
48,1,6.9,700.0000000007,3430.00000000343
48,2,6.8,730.0000000007301,3504.0000000035043
49,1,6.8,720.0000000007201,3456.0000000034565
49,2,6.8,720.0000000007201,3456.0000000034565
50,1,6.7,740.00000000074,3478.000000003478
50,2,6.8,710.0000000007101,3408.0000000034083
51,1,6.8,710.0000000007101,3408.0000000034083
51,2,6.7,740.00000000074,3478.000000003478
52,1,6.8,720.0000000007201,3456.0000000034565
52,2,6.8,720.0000000007201,3456.0000000034565
53,1,6.7,730.00000000073,3431.000000003431
53,2,6.7,730.00000000073,3431.000000003431
54,1,6.7,730.00000000073,3431.000000003431
54,2,6.7,730.00000000073,3431.000000003431
55,1,6.7,740.00000000074,3478.000000003478
55,2,6.8,710.0000000007101,3408.0000000034083
56,1,6.6,760.0000000007601,3496.000000003496
56,2,6.8,700.0000000007001,3360.00000000336
57,1,6.9,690.0000000006901,3381.0000000033815
