Round,FirmID,Price,Quantity,Profit
1,1,2.0,1400.0000000014002,0.0
1,2,4.0,800.0000000008001,0.0
2,1,6.5,850.0000000008503,3825.0000000038262
2,2,7.5,550.0000000005499,1925.0000000019247
3,1,6.8,840.0000000008401,4032.0000000040327
3,2,8.0,480.00000000048004,1920.0000000019202
4,1,7.0,850.00000000085,4250.00000000425
4,2,8.5,400.0000000004002,1800.0000000018008
5,1,7.5,720.0000000007199,3960.000000003959
5,2,8.2,510.00000000051034,2142.000000002143
6,1,6.5,930.0000000009303,4185.000000004186
6,2,8.3,390.0000000003899,1677.0000000016769
7,1,7.2,770.00000000077,4004.000000004004
7,2,8.1,500.00000000050017,2050.0000000020505
8,1,7.0,840.0000000008401,4200.000000004201
8,2,8.4,420.0000000004201,1848.0000000018485
9,1,7.3,800.0000000008002,4240.000000004241
9,2,8.6,410.00000000041,1886.0000000018858
10,1,7.4,790.00000000079,4266.000000004266
10,2,8.7,400.0000000004002,1880.0000000018806
11,1,7.6,730.00000000073,4088.0000000040877
11,2,8.5,460.00000000046015,2070.0000000020705
12,1,7.1,860.0000000008603,4386.000000004387
12,2,8.8,350.00000000034976,1680.0000000016792
13,1,7.4,810.0000000008101,4374.000000004375
13,2,8.9,360.00000000035993,1764.0000000017637
14,1,7.1,820.0000000008203,4182.000000004183
14,2,8.4,430.00000000043,1892.0000000018922
15,1,7.2,810.00000000081,4212.000000004212
15,2,8.5,420.00000000042013,1890.0000000018906
16,1,7.5,760.00000000076,4180.00000000418
16,2,8.6,430.0000000004301,1978.0000000019782
17,1,7.2,840.0000000008401,4368.000000004369
17,2,8.8,360.0000000003598,1728.0000000017274
18,1,7.3,810.0000000008101,4293.000000004294
18,2,8.7,390.0000000003901,1833.0000000018333
19,1,7.4,810.0000000008101,4374.000000004375
19,2,8.9,360.00000000035993,1764.0000000017637
20,1,7.5,780.0000000007801,4290.000000004291
20,2,8.8,390.0000000003899,1872.0000000018717
21,1,7.7,690.0000000006901,3933.0000000039336
21,2,8.3,510.00000000051,2193.0000000021932
22,1,7.8,680.0000000006801,3944.0000000039445
22,2,8.4,500.00000000050005,2200.0000000022005
23,1,7.6,730.00000000073,4088.0000000040877
23,2,8.5,460.00000000046015,2070.0000000020705
24,1,7.9,670.00000000067,3953.000000003953
24,2,8.5,490.0000000004902,2205.000000002206
25,1,7.8,680.0000000006801,3944.0000000039445
25,2,8.4,500.00000000050005,2200.0000000022005
26,1,7.9,670.00000000067,3953.000000003953
26,2,8.5,490.0000000004902,2205.000000002206
27,1,7.8,700.0000000007001,4060.0000000040604
27,2,8.6,460.00000000046003,2116.000000002116
28,1,7.9,670.00000000067,3953.000000003953
28,2,8.5,490.0000000004902,2205.000000002206
29,1,7.7,700.0000000007,3990.00000000399
29,2,8.4,490.0000000004901,2156.0000000021564
30,1,7.5,760.00000000076,4180.00000000418
30,2,8.6,430.0000000004301,1978.0000000019782
31,1,7.6,750.00000000075,4200.0000000042
31,2,8.7,420.00000000042013,1974.0000000019743
32,1,7.8,700.0000000007001,4060.0000000040604
32,2,8.6,460.00000000046003,2116.000000002116
33,1,7.7,710.00000000071,4047.000000004047
33,2,8.5,470.0000000004702,2115.000000002116
34,1,7.8,690.0000000006901,4002.0000000040022
34,2,8.5,480.00000000048016,2160.0000000021605
